year,country_name,right_votes,right_populist_votes,left_votes,left_populist_votes,populist_votes,other_votes,c2_left_votes,c2_right_votes,c2_populist_votes,country_code,pop,total_population,weight
1999,Estonia,0,7.27,0,0,0,23.41,0,7.27,7.27,EST,1390244,499391700,0.0027838748621573004
2000,Estonia,0,7.27,0,0,0,23.41,NA,NA,7.27,EST,1396985,500188098,0.002792919314925402
2001,Estonia,0,7.27,0,0,0,23.41,NA,NA,7.27,EST,1388115,501057553,0.0027703703730018415
2002,Estonia,0,7.27,0,0,0,23.41,NA,NA,7.27,EST,1379350,502405026,0.0027454940309454626
2003,Estonia,0,13,0,0,24.6,25.4,0,13,37.6,EST,1370720,504353870,0.00271777432777506
2004,Estonia,0,13,0,0,24.6,25.4,NA,NA,37.6,EST,1362550,506454762,0.0026903686217091983
2005,Estonia,0,13,0,0,24.6,25.4,NA,NA,37.6,EST,1354775,508547485,0.00266400884865255
2006,Estonia,0,13,0,0,24.6,25.4,NA,NA,37.6,EST,1346810,510559016,0.0026379124798375903
2007,Estonia,0,7.1,0,0,0,26.1,0,7.1,7.1,EST,1340680,512690302,0.0026149899749810363
2008,Estonia,0,7.1,0,0,0,26.1,NA,NA,7.1,EST,1337090,514811015,0.0025972443499484954
2009,Estonia,0,7.1,0,0,0,26.1,NA,NA,7.1,EST,1334515,516555899,0.002583486129155598
2010,Estonia,0,7.1,0,0,0,26.1,NA,NA,7.1,EST,1331475,517886877,0.0025709765184878395
2011,Estonia,0,2.1,0,0,0,23.3,0,2.1,2.1,EST,1327439,517857388,0.0025633292693315788
2012,Estonia,0,2.1,0,0,0,23.3,NA,NA,2.1,EST,1322696,519116989,0.0025479728616625954
2013,Estonia,0,2.1,0,0,0,23.3,NA,NA,2.1,EST,1317997,520057474,0.0025343295037425035
2014,Estonia,0,2.1,0,0,0,23.3,NA,NA,2.1,EST,1314545,521194086,0.0025221794247296966
2015,Estonia,0,8.15,0,0,0,24.81,0,8.15,8.15,EST,1315407,522683036,0.0025166437580729137
2016,Estonia,0,8.15,0,0,0,24.81,NA,NA,8.15,EST,1315790,524226948,0.002509962536302121
2017,Estonia,0,8.15,0,0,0,24.81,NA,NA,8.15,EST,1317384,525359268,0.0025075868652991956
2018,Estonia,0,8.15,0,0,0,24.81,NA,NA,8.15,EST,1321977,526797856,0.0025094578213317557
2019,Estonia,0,17.8,0,0,0,23.1,0,17.8,17.8,EST,1326898,527825192,0.002513896684188579
2020,Estonia,0,17.8,0,0,0,23.1,NA,NA,17.8,EST,1329522,527999064,0.0025180385547047108
2021,Estonia,0,17.8,0,0,0,23.1,NA,NA,17.8,EST,1330932,527696744,0.0025221531402892265
2022,Estonia,0,17.8,0,0,0,23.1,NA,NA,17.8,EST,1348840,529422891,0.002547755344413319
2023,Estonia,0,16.1,0,0,0,15.3,0,16.1,16.1,EST,1370286,532183631,0.0025748368047795143
2024,Estonia,0,16.1,0,0,0,15.3,NA,NA,16.1,EST,1372341,534418555,0.002567914207245293
2025,Estonia,0,16.1,0,0,0,15.3,NA,NA,16.1,EST,1372341,534418555,0.002567914207245293
2026,Estonia,0,16.1,0,0,0,15.3,NA,NA,16.1,EST,1372341,534418555,0.002567914207245293
1993,Finland,0,0,0,0,4.8,10.1,NA,NA,4.8,FIN,5066447,493577339,0.010264747993221787
1994,Finland,0,0,0,0,4.8,10.1,NA,NA,4.8,FIN,5088333,494866526,0.010282233153106824
1995,Finland,0,0,0,0,1.3,11.2,0,0,1.3,FIN,5107790,495896419,0.010300114710043913
1996,Finland,0,0,0,0,1.3,11.2,NA,NA,1.3,FIN,5124573,496794186,0.010315283762197652
1997,Finland,0,0,0,0,1.3,11.2,NA,NA,1.3,FIN,5139835,497629796,0.010328631929427312
1998,Finland,0,0,0,0,1.3,11.2,NA,NA,1.3,FIN,5153498,498422758,0.010339612141065196
1999,Finland,0,0,0,0,1,10.9,0,0,1,FIN,5165474,499391700,0.01034353194095937
2000,Finland,0,0,0,0,1,10.9,NA,NA,1,FIN,5176209,500188098,0.01034852492631682
2001,Finland,0,0,0,0,1,10.9,NA,NA,1,FIN,5188008,501057553,0.010354115947235306
2002,Finland,0,0,0,0,1,10.9,NA,NA,1,FIN,5200598,502405026,0.010351405202701933
2003,Finland,0,0,0,0,1.6,9.9,0,0,1.6,FIN,5213014,504353870,0.010336024585277792
2004,Finland,0,0,0,0,1.6,9.9,NA,NA,1.6,FIN,5228172,506454762,0.010323077977100746
2005,Finland,0,0,0,0,1.6,9.9,NA,NA,1.6,FIN,5246096,508547485,0.010315842973837537
2006,Finland,0,0,0,0,1.6,9.9,NA,NA,1.6,FIN,5266268,510559016,0.010314709631922355
2007,Finland,0,0,0,0,4.1,8.8,0,0,4.1,FIN,5288720,512690302,0.01031562325124691
2008,Finland,0,0,0,0,4.1,8.8,NA,NA,4.1,FIN,5313399,514811015,0.010321067042436922
2009,Finland,0,0,0,0,4.1,8.8,NA,NA,4.1,FIN,5338871,516555899,0.01033551453063553
2010,Finland,0,0,0,0,4.1,8.8,NA,NA,4.1,FIN,5363352,517886877,0.010356223025129868
2011,Finland,0,0,0,0,19.1,8.1,0,0,19.1,FIN,5388272,517857388,0.010404934109002227
2012,Finland,0,0,0,0,19.1,8.1,NA,NA,19.1,FIN,5413971,519116989,0.010429192484008648
2013,Finland,0,0,0,0,19.1,8.1,NA,NA,19.1,FIN,5438972,520057474,0.01045840560306994
2014,Finland,0,0,0,0,19.1,8.1,NA,NA,19.1,FIN,5461512,521194086,0.010478844919203477
2015,Finland,0,0,0,0,17.65,7.13,0,0,17.65,FIN,5479531,522683036,0.01048346822566478
2016,Finland,0,0,0,0,17.65,7.13,NA,NA,17.65,FIN,5495303,524226948,0.010482679345206039
2017,Finland,0,0,0,0,17.65,7.13,NA,NA,17.65,FIN,5508214,525359268,0.010484661327036873
2018,Finland,0,0,0,0,17.65,7.13,NA,NA,17.65,FIN,5515525,526797856,0.01046990783500835
2019,Finland,0,17.5,0,0,2.25,8.2,0,17.5,19.75,FIN,5521606,527825192,0.010461050521438545
2020,Finland,0,17.5,0,0,2.25,8.2,NA,NA,19.75,FIN,5529543,527999064,0.01047263788331261
2021,Finland,0,17.5,0,0,2.25,8.2,NA,NA,19.75,FIN,5541017,527696744,0.010500381256853084
2022,Finland,0,17.5,0,0,2.25,8.2,NA,NA,19.75,FIN,5556106,529422891,0.010494646329903405
2023,Finland,0,20.1,0,0,2.4,7.1,0,20.1,22.5,FIN,5583911,532183631,0.010492451617701109
2024,Finland,0,20.1,0,0,2.4,7.1,NA,NA,22.5,FIN,5619911,534418555,0.010515935398238559
2025,Finland,0,20.1,0,0,2.4,7.1,NA,NA,22.5,FIN,5619911,534418555,0.010515935398238559
2026,Finland,0,20.1,0,0,2.4,7.1,NA,NA,22.5,FIN,5619911,534418555,0.010515935398238559
1993,France,0,12.4,9.2,0,0,0,9.2,12.4,12.4,FRA,59103094,493577339,0.11974434263887468
1994,France,0,12.4,9.2,0,0,0,NA,NA,12.4,FRA,59324863,494866526,0.11988053320058266
1995,France,0,12.4,9.2,0,0,0,NA,NA,12.4,FRA,59541294,495896419,0.12006800557275248
1996,France,0,12.4,9.2,0,0,0,NA,NA,12.4,FRA,59754504,496794186,0.12028019989750846
1997,France,0,14.95,9.93,0,0,0,9.93,14.95,14.95,FRA,59968066,497629796,0.12050738617749489
1998,France,0,14.95,9.93,0,0,0,NA,NA,14.95,FRA,60190684,498422758,0.12076231077714955
1999,France,0,14.95,9.93,0,0,0,NA,NA,14.95,FRA,60501986,499391700,0.12115136475035528
2000,France,0,14.95,9.93,0,0,0,NA,NA,14.95,FRA,60918661,500188098,0.12179150452316441
2001,France,0,14.95,9.93,0,0,0,NA,NA,14.95,FRA,61364377,501057553,0.12246971756555879
2002,France,0,11.34,6.0200000000000005,0,0,1.17,6.0200000000000005,11.34,11.34,FRA,61812142,502405026,0.12303249131906574
2003,France,0,11.34,6.0200000000000005,0,0,1.17,NA,NA,11.34,FRA,62249855,504353870,0.123424957560056
2004,France,0,11.34,6.0200000000000005,0,0,1.17,NA,NA,11.34,FRA,62707588,506454762,0.12381676055797457
2005,France,0,11.34,6.0200000000000005,0,0,1.17,NA,NA,11.34,FRA,63180854,508547485,0.12423786541781835
2006,France,0,11.34,6.0200000000000005,0,0,1.17,NA,NA,11.34,FRA,63622342,510559016,0.12461310055486319
2007,France,0,4.29,4.3,0,0,1.2,4.3,4.29,4.29,FRA,64016890,512690302,0.1248646400180981
2008,France,0,4.29,4.3,0,0,1.2,NA,NA,4.29,FRA,64375116,514811015,0.12504611230977644
2009,France,0,4.29,4.3,0,0,1.2,NA,NA,4.29,FRA,64706436,516555899,0.1252651186933788
2010,France,0,4.29,4.3,0,0,1.2,NA,NA,4.29,FRA,65026211,517886877,0.12556064632624395
2011,France,0,4.29,4.3,0,0,1.2,NA,NA,4.29,FRA,65340830,517857388,0.12617533613327536
2012,France,0,13.6,6.91,0,0,0,6.91,13.6,13.6,FRA,65657659,519116989,0.12647950344772863
2013,France,0,13.6,6.91,0,0,0,NA,NA,13.6,FRA,65997932,520057474,0.12690507357269515
2014,France,0,13.6,6.91,0,0,0,NA,NA,13.6,FRA,66312067,521194086,0.12723104267917576
2015,France,0,13.6,6.91,0,0,0,NA,NA,13.6,FRA,66548272,522683036,0.12732051246446038
2016,France,0,13.6,6.91,0,0,0,NA,NA,13.6,FRA,66724104,524226948,0.1272809500819481
2017,France,0,13.2,2.72,0,1.17,11.03,2.72,13.2,14.37,FRA,66918020,525359268,0.12737572947889825
2018,France,0,13.2,2.72,0,1.17,11.03,NA,NA,14.37,FRA,67158348,526797856,0.12748409515167047
2019,France,0,13.2,2.72,0,1.17,11.03,NA,NA,14.37,FRA,67382061,527825192,0.12765980483932643
2020,France,0,13.2,2.72,0,1.17,11.03,NA,NA,14.37,FRA,67601110,527999064,0.12803263226996933
2021,France,0,13.2,2.72,0,1.17,11.03,NA,NA,14.37,FRA,67842811,527696744,0.12856401289449684
2022,France,0,22.92,0,0,0,25.66,0,22.92,22.92,FRA,68184457,529422891,0.12879015652536263
2023,France,0,22.92,0,0,0,25.66,NA,NA,22.92,FRA,68372286,532183631,0.12847498873936616
2024,France,0,29.299999999999997,0,0,0.3,38.5,0,29.299999999999997,29.599999999999998,FRA,68551653,534418555,0.12827333998536036
2025,France,0,29.299999999999997,0,0,0.3,38.5,NA,NA,29.599999999999998,FRA,68551653,534418555,0.12827333998536036
2026,France,0,29.299999999999997,0,0,0.3,38.5,NA,NA,29.599999999999998,FRA,68551653,534418555,0.12827333998536036
1993,Germany,0,2.1,0,2.4,0,0,NA,NA,4.5,DEU,81156363,493577339,0.16442481570248912
1994,Germany,0,1.9,0,4.4,0,0,4.4,1.9,6.300000000000001,DEU,81438348,494866526,0.1645662895372317
1995,Germany,0,1.9,0,4.4,0,0,NA,NA,6.300000000000001,DEU,81678051,495896419,0.16470788630558753
1996,Germany,0,1.9,0,4.4,0,0,NA,NA,6.300000000000001,DEU,81914831,496794186,0.16488685517748794
1997,Germany,0,1.9,0,4.4,0,0,NA,NA,6.300000000000001,DEU,82034771,497629796,0.16485100301349317
1998,Germany,0,1.8,0,5.1,0,0,5.1,1.8,6.8999999999999995,DEU,82047195,498422758,0.16461366116031162
1999,Germany,0,1.8,0,5.1,0,0,NA,NA,6.8999999999999995,DEU,82100243,499391700,0.16440049564299927
2000,Germany,0,1.8,0,5.1,0,0,NA,NA,6.8999999999999995,DEU,82211508,500188098,0.16436118398003144
2001,Germany,0,1.8,0,5.1,0,0,NA,NA,6.8999999999999995,DEU,82349925,501057553,0.16435222761725338
2002,Germany,0,0.6,0,4,0,0,4,0.6,4.6,DEU,82488495,502405026,0.16418724083385264
2003,Germany,0,0.6,0,4,0,0,NA,NA,4.6,DEU,82534176,504353870,0.16364338792522798
2004,Germany,0,0.6,0,4,0,0,NA,NA,4.6,DEU,82516260,506454762,0.16292918181703264
2005,Germany,0,0,0,8.7,0,0,8.7,0,8.7,DEU,82469422,508547485,0.1621666106558368
2006,Germany,0,0,0,8.7,0,0,NA,NA,8.7,DEU,82376451,510559016,0.16134560044670723
2007,Germany,0,0,0,8.7,0,0,NA,NA,8.7,DEU,82266372,512690302,0.16046016801776758
2008,Germany,0,0,0,8.7,0,0,NA,NA,8.7,DEU,82110097,514811015,0.15949561024835493
2009,Germany,0,0,0,0,0,11.9,0,0,0,DEU,81902307,516555899,0.15855458655792062
2010,Germany,0,0,0,0,0,11.9,NA,NA,0,DEU,81776930,517886877,0.157905005189
2011,Germany,0,0,0,0,0,11.9,NA,NA,0,DEU,80274983,517857388,0.15501368689558986
2012,Germany,0,0,0,0,0,11.9,NA,NA,0,DEU,80425823,519116989,0.1549281273859446
2013,Germany,0,0,0,0,4.7,8.6,0,0,4.7,DEU,80645605,520057474,0.1550705624509494
2014,Germany,0,0,0,0,4.7,8.6,NA,NA,4.7,DEU,80982500,521194086,0.1553787776479106
2015,Germany,0,0,0,0,4.7,8.6,NA,NA,4.7,DEU,81686611,522683036,0.15628326418460614
2016,Germany,0,0,0,0,4.7,8.6,NA,NA,4.7,DEU,82348669,524226948,0.15708591348493592
2017,Germany,0,12.6,0,0,0,9.2,0,12.6,12.6,DEU,82657002,525359268,0.15733424160321466
2018,Germany,0,12.6,0,0,0,9.2,NA,NA,12.6,DEU,82905782,526797856,0.1573768401973147
2019,Germany,0,12.6,0,0,0,9.2,NA,NA,12.6,DEU,83092962,527825192,0.15742515374294602
2020,Germany,0,12.6,0,0,0,9.2,NA,NA,12.6,DEU,83160871,527999064,0.15750192882917685
2021,Germany,0,10.34,0,0,0,4.89,0,10.34,10.34,DEU,83196078,527696744,0.15765888068469872
2022,Germany,0,10.34,0,0,0,4.89,NA,NA,10.34,DEU,83177813,529422891,0.15711034489439937
2023,Germany,0,10.34,0,0,0,4.89,NA,NA,10.34,DEU,83287273,532183631,0.15650100481951879
2024,Germany,0,10.34,0,0,0,4.89,NA,NA,10.34,DEU,83516593,534418555,0.15627562370097722
2025,Germany,0,20.8,0,0,4.98,7.9,0,20.8,25.78,DEU,83516593,534418555,0.15627562370097722
2026,Germany,0,20.8,0,0,4.98,7.9,NA,NA,25.78,DEU,83516593,534418555,0.15627562370097722
1993,Greece,0,0,4.5,2.9,0,4.9,7.4,0,2.9,GRC,10460415,493577339,0.021193061701724518
1994,Greece,0,0,4.5,2.9,0,4.9,NA,NA,2.9,GRC,10512922,494866526,0.021243954576955968
1995,Greece,0,0,4.5,2.9,0,4.9,NA,NA,2.9,GRC,10562153,495896419,0.021299111256538435
1996,Greece,0,0,5.61,9.55,0,2.94,15.16,0,9.55,GRC,10608800,496794186,0.021354517220537682
1997,Greece,0,0,5.61,9.55,0,2.94,NA,NA,9.55,GRC,10661259,497629796,0.021424076865365193
1998,Greece,0,0,5.61,9.55,0,2.94,NA,NA,9.55,GRC,10720509,498422758,0.02150886737800203
1999,Greece,0,0,5.61,9.55,0,2.94,NA,NA,9.55,GRC,10761698,499391700,0.021549613259491496
2000,Greece,0,0,5.52,5.890000000000001,0,0,11.41,0,5.890000000000001,GRC,10805808,500188098,0.021603488853907116
2001,Greece,0,0,5.52,5.890000000000001,0,0,NA,NA,5.890000000000001,GRC,10862132,501057553,0.021678411861002323
2002,Greece,0,0,5.52,5.890000000000001,0,0,NA,NA,5.890000000000001,GRC,10902022,502405026,0.02169966747108139
2003,Greece,0,0,5.52,5.890000000000001,0,0,NA,NA,5.890000000000001,GRC,10928070,504353870,0.021667465345313996
2004,Greece,0,2.19,5.9,5.05,0,0,10.95,2.19,7.24,GRC,10955141,506454762,0.021631035626435674
2005,Greece,0,2.19,5.9,5.05,0,0,NA,NA,7.24,GRC,10987314,508547485,0.021605286279215402
2006,Greece,0,2.19,5.9,5.05,0,0,NA,NA,7.24,GRC,11020362,510559016,0.021584893527764087
2007,Greece,0,3.8,8.15,5.04,0,0,13.190000000000001,3.8,8.84,GRC,11048473,512690302,0.02154999413271523
2008,Greece,0,3.8,8.15,5.04,0,0,NA,NA,8.84,GRC,11077841,514811015,0.02151826724220343
2009,Greece,0,5.63,7.54,4.6,0,0,12.14,5.63,10.23,GRC,11107017,516555899,0.021502062064342044
2010,Greece,0,5.63,7.54,4.6,0,0,NA,NA,10.23,GRC,11121341,517886877,0.021474459952380683
2011,Greece,0,5.63,7.54,4.6,0,0,NA,NA,10.23,GRC,11104899,517857388,0.02144393274543763
2012,Greece,6.92,9.09,4.5,26.89,0,0,31.39,16.009999999999998,35.980000000000004,GRC,11045011,519116989,0.02127653541309934
2013,Greece,6.92,9.09,4.5,26.89,0,0,NA,NA,35.980000000000004,GRC,10965211,520057474,0.021084613813280185
2014,Greece,6.92,9.09,4.5,26.89,0,0,NA,NA,35.980000000000004,GRC,10892413,521194086,0.020898957399144394
2015,Greece,6.99,3.69,5.55,41.18,0,0,46.73,10.68,44.87,GRC,10820883,522683036,0.020702571644203888
2016,Greece,6.99,3.69,5.55,41.18,0,0,NA,NA,44.87,GRC,10775971,524226948,0.02055592723936046
2017,Greece,6.99,3.69,5.55,41.18,0,0,NA,NA,44.87,GRC,10754679,525359268,0.02047109407804337
